order_item_id,order_id,product_id,quantity,unit_price,cost_price,item_discount
96,56,17,2,159.99,55.00,0.00
97,57,29,1,54.99,18.00,0.00
98,57,38,1,199.99,78.00,0.00
99,58,37,1,29.99,8.50,0.00
100,59,19,1,169.99,62.00,0.00
101,60,14,2,68.00,24.00,10.20
102,60,25,1,39.95,14.00,0.00
103,61,34,1,64.99,22.00,0.00
104,61,4,1,69.99,22.00,0.00
105,62,8,1,89.99,38.00,0.00
106,63,27,1,32.00,11.00,0.00
107,64,12,2,88.00,30.00,4.40
108,65,34,2,64.99,22.00,0.00
109,66,7,3,249.99,110.00,37.50
110,67,9,1,34.99,12.00,0.00
111,67,12,2,88.00,30.00,0.00
112,68,7,1,249.99,110.00,0.00
113,69,3,1,119.99,48.00,0.00
114,69,14,1,68.00,24.00,0.00
115,69,28,1,329.99,140.00,0.00
116,69,34,1,64.99,22.00,0.00
117,70,35,2,29.99,9.00,1.50
118,70,13,1,124.99,42.00,0.00
119,70,1,1,179.99,75.00,0.00
120,70,32,1,42.00,12.00,0.00
121,71,8,2,89.99,38.00,0.00
122,71,23,1,89.99,32.00,4.50
123,72,34,1,64.99,22.00,0.00
124,73,6,3,49.99,18.50,0.00
125,74,12,2,88.00,30.00,0.00
126,75,19,1,169.99,62.00,0.00
127,76,16,1,74.99,26.00,0.00
128,77,17,2,159.99,55.00,0.00
129,78,8,2,89.99,38.00,0.00
130,79,24,1,69.99,25.00,0.00
131,80,16,1,74.99,26.00,11.25
132,80,1,1,179.99,75.00,0.00
133,81,33,1,289.99,115.00,0.00
134,82,20,1,99.99,35.00,10.00
135,82,21,1,129.99,45.00,19.50
136,82,28,1,329.99,140.00,0.00
137,83,26,1,24.99,6.50,0.00
138,83,24,1,69.99,25.00,0.00
139,83,35,1,29.99,9.00,0.00
140,83,7,1,249.99,110.00,0.00
141,84,32,1,42.00,12.00,0.00
142,85,31,1,22.00,5.50,0.00
143,86,28,1,329.99,140.00,0.00
144,87,19,1,169.99,62.00,0.00
145,88,24,1,69.99,25.00,0.00
146,88,34,2,64.99,22.00,0.00
147,88,17,2,159.99,55.00,24.00
148,88,31,1,22.00,5.50,0.00
149,89,7,1,249.99,110.00,0.00
150,90,20,1,99.99,35.00,0.00
151,90,24,1,69.99,25.00,0.00
152,91,38,3,199.99,78.00,0.00
153,91,18,1,59.99,20.00,0.00
154,92,33,2,289.99,115.00,0.00
155,93,34,1,64.99,22.00,9.75
156,94,17,1,159.99,55.00,0.00
157,95,13,1,124.99,42.00,0.00
158,95,25,1,39.95,14.00,0.00
159,95,24,1,69.99,25.00,7.00
160,96,3,1,119.99,48.00,0.00
161,96,18,3,59.99,20.00,0.00
162,97,31,1,22.00,5.50,0.00
163,98,8,1,89.99,38.00,0.00
164,99,38,1,199.99,78.00,0.00
165,99,24,1,69.99,25.00,0.00
166,99,34,1,64.99,22.00,0.00
167,100,23,1,89.99,32.00,0.00
168,101,2,2,399.99,210.00,0.00
169,102,27,2,32.00,11.00,0.00
170,102,15,1,28.00,8.50,0.00
171,103,38,1,199.99,78.00,0.00
172,104,18,1,59.99,20.00,0.00
173,104,6,1,49.99,18.50,0.00
174,105,21,2,129.99,45.00,13.00
175,105,7,1,249.99,110.00,0.00
176,105,23,2,89.99,32.00,0.00
177,106,16,1,74.99,26.00,0.00
178,107,11,1,69.99,28.00,0.00
179,107,33,1,289.99,115.00,0.00
180,108,20,1,99.99,35.00,0.00
181,108,10,1,79.99,32.00,0.00
182,108,23,1,89.99,32.00,0.00
183,108,30,1,28.00,7.00,0.00
184,109,26,1,24.99,6.50,0.00
185,110,19,1,169.99,62.00,0.00
186,110,28,1,329.99,140.00,0.00
187,111,26,1,24.99,6.50,1.25
188,111,5,1,49.99,16.00,0.00
189,112,6,1,49.99,18.50,0.00
190,113,26,1,24.99,6.50,2.50
191,114,8,2,89.99,38.00,0.00
192,114,12,1,88.00,30.00,13.20
193,114,28,1,329.99,140.00,0.00
194,114,35,2,29.99,9.00,0.00
195,115,2,1,399.99,210.00,0.00
196,115,35,1,29.99,9.00,0.00
197,116,18,1,59.99,20.00,0.00
198,117,10,1,79.99,32.00,0.00
199,118,28,1,329.99,140.00,0.00
200,118,26,1,24.99,6.50,0.00
201,119,35,1,29.99,9.00,4.50
202,119,16,1,74.99,26.00,0.00
203,120,18,1,59.99,20.00,6.00
204,120,1,1,179.99,75.00,0.00
205,121,30,1,28.00,7.00,0.00
206,122,32,1,42.00,12.00,0.00
207,123,34,1,64.99,22.00,0.00
208,124,9,1,34.99,12.00,0.00
209,124,25,3,39.95,14.00,0.00
210,124,8,1,89.99,38.00,0.00
211,125,24,1,69.99,25.00,0.00
212,126,19,1,169.99,62.00,0.00
213,126,29,1,54.99,18.00,5.50
214,127,2,1,399.99,210.00,60.00
215,128,24,1,69.99,25.00,0.00
216,128,2,1,399.99,210.00,0.00
217,129,30,1,28.00,7.00,0.00
218,130,27,3,32.00,11.00,0.00
219,130,34,1,64.99,22.00,0.00
220,131,29,2,54.99,18.00,5.50
221,131,28,2,329.99,140.00,0.00
222,132,5,1,49.99,16.00,0.00
223,133,15,2,28.00,8.50,0.00
224,134,9,1,34.99,12.00,0.00
225,134,10,1,79.99,32.00,0.00
226,135,24,1,69.99,25.00,0.00
227,136,20,1,99.99,35.00,0.00
228,137,34,1,64.99,22.00,9.75
229,137,15,1,28.00,8.50,0.00
230,137,13,1,124.99,42.00,0.00
231,138,12,1,88.00,30.00,0.00
232,139,5,1,49.99,16.00,2.50
233,139,9,1,34.99,12.00,0.00
234,140,6,1,49.99,18.50,7.50
235,141,13,2,124.99,42.00,0.00
236,141,38,1,199.99,78.00,20.00
237,142,35,1,29.99,9.00,0.00
238,143,32,1,42.00,12.00,4.20
239,144,7,2,249.99,110.00,0.00
240,145,10,1,79.99,32.00,0.00
241,146,27,1,32.00,11.00,0.00
242,146,18,2,59.99,20.00,0.00
243,147,27,1,32.00,11.00,0.00
244,148,14,1,68.00,24.00,0.00
245,148,33,1,289.99,115.00,0.00
246,149,38,1,199.99,78.00,30.00
247,150,27,1,32.00,11.00,0.00
248,150,10,1,79.99,32.00,0.00
249,150,38,1,199.99,78.00,0.00
250,150,20,1,99.99,35.00,0.00
251,151,14,1,68.00,24.00,0.00
252,151,12,1,88.00,30.00,0.00
253,152,4,1,69.99,22.00,0.00
254,152,34,1,64.99,22.00,0.00
255,153,36,1,94.99,34.00,0.00
256,153,8,2,89.99,38.00,9.00
257,154,37,1,29.99,8.50,0.00
258,155,15,1,28.00,8.50,0.00
259,156,37,2,29.99,8.50,0.00
260,156,10,1,79.99,32.00,12.00
261,156,13,2,124.99,42.00,6.25
262,157,2,2,399.99,210.00,0.00
263,157,9,1,34.99,12.00,0.00
264,158,25,1,39.95,14.00,2.00
265,159,23,1,89.99,32.00,0.00
266,159,21,1,129.99,45.00,0.00
267,160,20,2,99.99,35.00,0.00
268,161,16,1,74.99,26.00,11.25
269,162,11,1,69.99,28.00,0.00
270,162,27,3,32.00,11.00,0.00
271,163,17,2,159.99,55.00,0.00
272,163,21,2,129.99,45.00,6.50
273,163,2,2,399.99,210.00,40.00
274,164,9,2,34.99,12.00,0.00
275,165,7,1,249.99,110.00,0.00
276,165,31,1,22.00,5.50,0.00
277,165,32,1,42.00,12.00,2.10
278,165,37,1,29.99,8.50,0.00
279,166,10,1,79.99,32.00,0.00
280,167,21,1,129.99,45.00,0.00
281,168,35,1,29.99,9.00,0.00
282,168,29,2,54.99,18.00,0.00
283,169,17,2,159.99,55.00,0.00
284,169,5,1,49.99,16.00,0.00
285,170,28,1,329.99,140.00,0.00
286,171,23,1,89.99,32.00,0.00
287,172,10,1,79.99,32.00,0.00
288,173,31,1,22.00,5.50,0.00
289,173,30,1,28.00,7.00,0.00
290,173,21,1,129.99,45.00,0.00
291,173,9,1,34.99,12.00,0.00
292,174,16,1,74.99,26.00,0.00
293,174,26,2,24.99,6.50,2.50
294,174,11,1,69.99,28.00,0.00
295,174,27,1,32.00,11.00,0.00
296,175,31,1,22.00,5.50,0.00
297,176,3,1,119.99,48.00,0.00
298,176,25,1,39.95,14.00,0.00
299,176,17,1,159.99,55.00,0.00
300,177,32,2,42.00,12.00,0.00
301,178,17,3,159.99,55.00,8.00
302,179,37,1,29.99,8.50,0.00
303,179,25,1,39.95,14.00,2.00
304,180,38,1,199.99,78.00,0.00
305,181,28,1,329.99,140.00,33.00
306,181,2,1,399.99,210.00,0.00
307,181,14,2,68.00,24.00,0.00
308,182,17,1,159.99,55.00,0.00
309,182,11,1,69.99,28.00,0.00
310,183,20,1,99.99,35.00,0.00
311,184,29,2,54.99,18.00,0.00
312,185,26,2,24.99,6.50,2.50
313,186,29,1,54.99,18.00,0.00
314,186,3,1,119.99,48.00,0.00
315,186,16,1,74.99,26.00,0.00
316,186,36,2,94.99,34.00,0.00
317,187,37,1,29.99,8.50,0.00
318,187,25,3,39.95,14.00,0.00
319,188,16,1,74.99,26.00,0.00
320,188,35,2,29.99,9.00,0.00
321,188,38,1,199.99,78.00,0.00
322,189,15,1,28.00,8.50,0.00
323,189,30,1,28.00,7.00,0.00
324,190,10,1,79.99,32.00,0.00
325,191,20,1,99.99,35.00,0.00
326,192,27,1,32.00,11.00,0.00
327,193,7,2,249.99,110.00,0.00
328,194,17,1,159.99,55.00,0.00
329,194,32,1,42.00,12.00,0.00
330,195,4,1,69.99,22.00,0.00
331,195,24,1,69.99,25.00,0.00
332,195,7,1,249.99,110.00,0.00
333,195,11,1,69.99,28.00,0.00
334,196,12,2,88.00,30.00,0.00
335,197,11,1,69.99,28.00,0.00
336,197,7,3,249.99,110.00,0.00
337,198,10,1,79.99,32.00,0.00
338,199,38,2,199.99,78.00,30.00
339,199,7,1,249.99,110.00,0.00
340,200,13,1,124.99,42.00,0.00
341,201,19,1,169.99,62.00,25.50
342,201,4,1,69.99,22.00,0.00
343,201,34,1,64.99,22.00,0.00
344,201,3,1,119.99,48.00,12.00
345,202,3,2,119.99,48.00,6.00
346,203,16,1,74.99,26.00,0.00
347,204,10,1,79.99,32.00,0.00
348,205,18,1,59.99,20.00,6.00
349,206,29,1,54.99,18.00,0.00
350,206,9,1,34.99,12.00,3.50
351,207,13,1,124.99,42.00,0.00
352,207,6,1,49.99,18.50,0.00
353,208,13,1,124.99,42.00,6.25
354,208,14,2,68.00,24.00,0.00
355,209,15,1,28.00,8.50,0.00
356,210,21,1,129.99,45.00,0.00
357,211,1,1,179.99,75.00,0.00
358,212,16,1,74.99,26.00,0.00
359,213,12,3,88.00,30.00,0.00
360,214,26,1,24.99,6.50,0.00
361,214,9,2,34.99,12.00,0.00
362,214,23,1,89.99,32.00,0.00
363,215,24,2,69.99,25.00,0.00
364,216,27,1,32.00,11.00,0.00
365,216,4,1,69.99,22.00,0.00
366,216,13,1,124.99,42.00,0.00
367,217,13,1,124.99,42.00,0.00
368,217,10,2,79.99,32.00,8.00
369,218,1,2,179.99,75.00,0.00
370,219,21,2,129.99,45.00,0.00
371,219,38,1,199.99,78.00,0.00
372,220,10,1,79.99,32.00,0.00
373,220,29,1,54.99,18.00,0.00
374,220,7,1,249.99,110.00,0.00
375,220,3,2,119.99,48.00,0.00
376,221,9,1,34.99,12.00,0.00
377,222,32,1,42.00,12.00,0.00
378,222,2,3,399.99,210.00,0.00
379,223,20,1,99.99,35.00,0.00
380,223,17,1,159.99,55.00,0.00
381,224,3,1,119.99,48.00,0.00
382,225,36,1,94.99,34.00,0.00
383,225,13,2,124.99,42.00,0.00
384,226,5,1,49.99,16.00,0.00
385,226,1,1,179.99,75.00,0.00
386,227,9,1,34.99,12.00,0.00
387,228,34,1,64.99,22.00,0.00
388,229,12,1,88.00,30.00,4.40
389,230,21,2,129.99,45.00,0.00
390,231,11,1,69.99,28.00,7.00
391,232,24,1,69.99,25.00,0.00
392,232,5,1,49.99,16.00,0.00
393,233,26,1,24.99,6.50,0.00
394,233,30,1,28.00,7.00,0.00
395,233,29,2,54.99,18.00,0.00
396,234,2,1,399.99,210.00,0.00
397,235,7,1,249.99,110.00,0.00
398,236,20,1,99.99,35.00,0.00
399,237,21,1,129.99,45.00,0.00
400,238,21,1,129.99,45.00,0.00
401,238,37,2,29.99,8.50,0.00
402,238,15,1,28.00,8.50,0.00
403,239,25,2,39.95,14.00,0.00
404,240,10,2,79.99,32.00,0.00
405,241,8,1,89.99,38.00,0.00
406,241,19,1,169.99,62.00,0.00
407,242,27,1,32.00,11.00,0.00
408,243,30,1,28.00,7.00,0.00
409,243,18,1,59.99,20.00,3.00
410,243,13,1,124.99,42.00,0.00
411,244,37,1,29.99,8.50,0.00
412,245,23,1,89.99,32.00,0.00
413,245,22,1,99.99,38.00,0.00
414,246,29,1,54.99,18.00,0.00
415,246,11,1,69.99,28.00,0.00
416,247,15,2,28.00,8.50,0.00
417,248,27,1,32.00,11.00,4.80
418,249,35,1,29.99,9.00,0.00
419,250,17,1,159.99,55.00,0.00
420,251,14,2,68.00,24.00,0.00
421,251,13,1,124.99,42.00,0.00
422,252,22,1,99.99,38.00,0.00
423,252,14,1,68.00,24.00,0.00
424,253,7,2,249.99,110.00,0.00
425,254,24,1,69.99,25.00,0.00
426,255,2,1,399.99,210.00,20.00
427,255,31,1,22.00,5.50,0.00
428,255,12,1,88.00,30.00,0.00
429,256,1,1,179.99,75.00,9.00
430,257,13,3,124.99,42.00,18.75
431,257,16,2,74.99,26.00,0.00
432,257,29,3,54.99,18.00,0.00
433,257,1,1,179.99,75.00,0.00
434,258,21,1,129.99,45.00,0.00
435,259,28,1,329.99,140.00,0.00
436,260,10,1,79.99,32.00,0.00
437,261,33,1,289.99,115.00,0.00
438,261,35,1,29.99,9.00,0.00
439,261,3,2,119.99,48.00,0.00
440,262,26,1,24.99,6.50,0.00
441,263,26,1,24.99,6.50,0.00
442,264,23,1,89.99,32.00,13.50
443,265,23,1,89.99,32.00,0.00
444,266,25,1,39.95,14.00,0.00
445,266,3,1,119.99,48.00,0.00
446,266,32,1,42.00,12.00,0.00
447,266,6,1,49.99,18.50,0.00
448,267,33,1,289.99,115.00,0.00
449,268,19,1,169.99,62.00,0.00
450,268,11,1,69.99,28.00,0.00
451,268,3,2,119.99,48.00,0.00
452,269,15,1,28.00,8.50,0.00
453,270,29,1,54.99,18.00,0.00
454,270,32,1,42.00,12.00,0.00
455,271,16,2,74.99,26.00,0.00
456,272,12,1,88.00,30.00,4.40
457,273,9,1,34.99,12.00,0.00
458,274,9,2,34.99,12.00,1.75
459,275,24,1,69.99,25.00,0.00
460,276,5,1,49.99,16.00,0.00
461,277,25,2,39.95,14.00,0.00
462,278,35,1,29.99,9.00,0.00
463,278,34,2,64.99,22.00,0.00
464,278,5,1,49.99,16.00,0.00
465,278,17,1,159.99,55.00,0.00
466,279,19,1,169.99,62.00,0.00
467,279,13,1,124.99,42.00,0.00
468,280,31,1,22.00,5.50,0.00
469,281,36,1,94.99,34.00,0.00
470,282,4,2,69.99,22.00,0.00
471,282,3,1,119.99,48.00,0.00
472,283,18,1,59.99,20.00,0.00
473,283,19,1,169.99,62.00,0.00
474,283,28,1,329.99,140.00,0.00
475,283,16,1,74.99,26.00,0.00
476,284,18,1,59.99,20.00,0.00
477,284,32,1,42.00,12.00,0.00
478,285,25,1,39.95,14.00,2.00
479,285,29,1,54.99,18.00,0.00
480,286,32,1,42.00,12.00,6.30
481,286,28,1,329.99,140.00,0.00
482,286,34,1,64.99,22.00,0.00
483,287,19,2,169.99,62.00,0.00
484,288,24,1,69.99,25.00,0.00
485,288,25,1,39.95,14.00,0.00
486,289,24,1,69.99,25.00,0.00
487,289,4,1,69.99,22.00,0.00
488,289,15,1,28.00,8.50,0.00
489,289,6,1,49.99,18.50,2.50
490,290,12,1,88.00,30.00,0.00
491,291,12,1,88.00,30.00,0.00
492,291,10,2,79.99,32.00,0.00
493,292,9,1,34.99,12.00,0.00
494,293,25,1,39.95,14.00,0.00
495,294,37,2,29.99,8.50,0.00
496,294,26,1,24.99,6.50,0.00
497,295,13,2,124.99,42.00,0.00
498,296,2,2,399.99,210.00,0.00
499,297,7,1,249.99,110.00,0.00
500,297,19,1,169.99,62.00,0.00
501,297,24,1,69.99,25.00,0.00
502,298,11,1,69.99,28.00,0.00
503,298,1,1,179.99,75.00,9.00
504,298,7,1,249.99,110.00,0.00
505,299,29,1,54.99,18.00,0.00
506,299,32,1,42.00,12.00,0.00
507,300,13,1,124.99,42.00,0.00
508,301,5,1,49.99,16.00,7.50
509,302,24,3,69.99,25.00,0.00
510,302,31,1,22.00,5.50,0.00
511,303,16,2,74.99,26.00,0.00
512,303,15,1,28.00,8.50,0.00
513,304,36,2,94.99,34.00,0.00
514,304,15,3,28.00,8.50,0.00
515,305,16,1,74.99,26.00,0.00
516,306,16,1,74.99,26.00,0.00
517,307,21,1,129.99,45.00,0.00
518,308,1,1,179.99,75.00,0.00
519,308,31,1,22.00,5.50,0.00
520,308,12,2,88.00,30.00,0.00
521,308,3,1,119.99,48.00,12.00
522,309,38,1,199.99,78.00,0.00
523,310,3,2,119.99,48.00,0.00
524,310,26,1,24.99,6.50,0.00
525,311,38,2,199.99,78.00,20.00
526,312,14,2,68.00,24.00,0.00
527,313,21,1,129.99,45.00,0.00
528,314,32,2,42.00,12.00,0.00
529,315,1,1,179.99,75.00,0.00
530,316,18,1,59.99,20.00,0.00
531,316,34,1,64.99,22.00,0.00
532,317,30,1,28.00,7.00,0.00
533,317,3,3,119.99,48.00,12.00
534,317,19,2,169.99,62.00,0.00
535,317,22,1,99.99,38.00,0.00
536,318,17,1,159.99,55.00,0.00
537,319,32,1,42.00,12.00,0.00
538,319,38,1,199.99,78.00,10.00
539,320,16,2,74.99,26.00,3.75
540,321,36,2,94.99,34.00,4.75
541,321,5,1,49.99,16.00,0.00
542,321,10,2,79.99,32.00,0.00
543,321,8,1,89.99,38.00,0.00
544,322,6,1,49.99,18.50,0.00
545,323,35,1,29.99,9.00,0.00
546,324,31,2,22.00,5.50,0.00
547,325,13,1,124.99,42.00,0.00
548,326,7,1,249.99,110.00,0.00
549,327,21,1,129.99,45.00,0.00
550,327,16,1,74.99,26.00,0.00
551,328,24,1,69.99,25.00,0.00
552,328,5,1,49.99,16.00,0.00
553,328,32,1,42.00,12.00,2.10
554,328,20,2,99.99,35.00,0.00
555,329,36,2,94.99,34.00,0.00
556,330,3,1,119.99,48.00,0.00
557,330,20,1,99.99,35.00,5.00
558,330,27,2,32.00,11.00,0.00
559,331,16,1,74.99,26.00,0.00
560,331,6,1,49.99,18.50,0.00
561,331,22,1,99.99,38.00,5.00
562,332,18,2,59.99,20.00,0.00
563,332,37,1,29.99,8.50,0.00
564,333,19,1,169.99,62.00,0.00
565,333,18,1,59.99,20.00,0.00
566,333,16,1,74.99,26.00,3.75
567,334,14,1,68.00,24.00,3.40
568,335,8,2,89.99,38.00,0.00
569,336,16,1,74.99,26.00,0.00
570,336,32,1,42.00,12.00,0.00
571,336,18,2,59.99,20.00,0.00
572,337,23,1,89.99,32.00,0.00
573,337,20,1,99.99,35.00,0.00
574,338,10,1,79.99,32.00,0.00
575,339,7,1,249.99,110.00,0.00
576,340,32,1,42.00,12.00,6.30
577,340,34,2,64.99,22.00,0.00
578,340,1,1,179.99,75.00,0.00
579,341,26,1,24.99,6.50,0.00
580,342,16,1,74.99,26.00,0.00
581,343,27,1,32.00,11.00,0.00
582,344,38,1,199.99,78.00,0.00
583,345,35,1,29.99,9.00,0.00
584,345,16,1,74.99,26.00,0.00
585,346,37,1,29.99,8.50,0.00
586,346,18,2,59.99,20.00,0.00
587,347,15,1,28.00,8.50,0.00
588,347,3,1,119.99,48.00,12.00
589,348,20,2,99.99,35.00,0.00
590,349,27,1,32.00,11.00,0.00
591,349,7,1,249.99,110.00,0.00
592,350,14,2,68.00,24.00,0.00
593,351,26,1,24.99,6.50,0.00
594,351,38,1,199.99,78.00,0.00
595,352,12,1,88.00,30.00,0.00
596,353,35,1,29.99,9.00,0.00
597,354,11,2,69.99,28.00,0.00
598,355,8,2,89.99,38.00,0.00
599,356,3,1,119.99,48.00,12.00
600,356,21,1,129.99,45.00,6.50
601,357,18,1,59.99,20.00,0.00
602,358,36,1,94.99,34.00,0.00
603,359,8,1,89.99,38.00,0.00
604,359,26,2,24.99,6.50,0.00
605,360,16,1,74.99,26.00,0.00
606,360,34,1,64.99,22.00,6.50
607,360,13,1,124.99,42.00,0.00
608,361,2,1,399.99,210.00,0.00
609,362,3,2,119.99,48.00,0.00
610,363,15,1,28.00,8.50,0.00
611,364,18,2,59.99,20.00,0.00
612,365,18,1,59.99,20.00,0.00
613,366,34,1,64.99,22.00,0.00
614,367,8,1,89.99,38.00,0.00
615,368,3,2,119.99,48.00,0.00
616,368,5,1,49.99,16.00,0.00
617,368,6,1,49.99,18.50,0.00
618,369,2,1,399.99,210.00,0.00
619,369,38,1,199.99,78.00,30.00
620,370,8,2,89.99,38.00,0.00
621,370,27,1,32.00,11.00,0.00
622,371,35,1,29.99,9.00,0.00
623,372,29,1,54.99,18.00,0.00
624,373,3,1,119.99,48.00,18.00
625,374,30,1,28.00,7.00,0.00
626,375,37,1,29.99,8.50,0.00
627,376,36,1,94.99,34.00,0.00
628,377,4,1,69.99,22.00,0.00
629,377,7,1,249.99,110.00,0.00
630,378,29,2,54.99,18.00,0.00
631,378,17,1,159.99,55.00,0.00
632,378,38,2,199.99,78.00,0.00
633,379,30,2,28.00,7.00,0.00
634,379,6,1,49.99,18.50,0.00
635,380,7,1,249.99,110.00,25.00
636,380,12,1,88.00,30.00,0.00
637,380,15,2,28.00,8.50,0.00
638,381,14,1,68.00,24.00,0.00
639,382,8,1,89.99,38.00,0.00
640,382,10,1,79.99,32.00,0.00
641,382,37,1,29.99,8.50,0.00
642,383,14,1,68.00,24.00,0.00
643,383,1,1,179.99,75.00,0.00
644,384,26,1,24.99,6.50,0.00
645,384,35,2,29.99,9.00,0.00
646,385,33,1,289.99,115.00,0.00
647,385,28,1,329.99,140.00,0.00
648,386,2,2,399.99,210.00,0.00
649,386,4,1,69.99,22.00,0.00
650,387,27,1,32.00,11.00,0.00
651,387,10,1,79.99,32.00,8.00
652,387,4,1,69.99,22.00,0.00
653,388,23,1,89.99,32.00,9.00
654,388,2,1,399.99,210.00,0.00
655,389,34,1,64.99,22.00,0.00
656,390,26,1,24.99,6.50,0.00
657,391,8,1,89.99,38.00,0.00
658,392,4,1,69.99,22.00,0.00
659,393,17,2,159.99,55.00,0.00
660,394,11,1,69.99,28.00,0.00
661,395,22,2,99.99,38.00,0.00
662,395,32,1,42.00,12.00,0.00
663,396,15,1,28.00,8.50,0.00
664,397,4,1,69.99,22.00,0.00
665,398,11,1,69.99,28.00,0.00
666,399,17,1,159.99,55.00,24.00
667,399,26,2,24.99,6.50,0.00
668,399,37,3,29.99,8.50,4.50
669,400,35,1,29.99,9.00,0.00
670,401,17,1,159.99,55.00,0.00
671,402,12,1,88.00,30.00,0.00
672,403,25,2,39.95,14.00,0.00
673,404,33,2,289.99,115.00,43.50
674,404,32,1,42.00,12.00,0.00
675,404,10,1,79.99,32.00,0.00
676,405,25,1,39.95,14.00,0.00
677,406,22,1,99.99,38.00,0.00
678,406,24,1,69.99,25.00,0.00
679,407,18,2,59.99,20.00,0.00
680,407,26,2,24.99,6.50,0.00
681,408,22,1,99.99,38.00,0.00
682,409,33,1,289.99,115.00,0.00
683,410,19,1,169.99,62.00,0.00
684,410,17,1,159.99,55.00,24.00
685,411,24,1,69.99,25.00,0.00
686,412,28,1,329.99,140.00,0.00
687,413,6,1,49.99,18.50,0.00
688,413,3,2,119.99,48.00,18.00
689,413,23,1,89.99,32.00,0.00
690,413,12,1,88.00,30.00,0.00
691,414,11,2,69.99,28.00,0.00
692,415,27,1,32.00,11.00,0.00
693,415,29,2,54.99,18.00,8.25
694,416,24,2,69.99,25.00,0.00
695,417,3,1,119.99,48.00,0.00
696,418,5,1,49.99,16.00,0.00
